n cells_per_dim,dx,L2 Error,L2  Error rate,Linf Error,Linf rate,Entropy change,Time,Time scaling
2.0,1.0,0.08565796108868498,0.0,0.17659471436365104,0.0,0.03119431578271875,8.531728982925415,0.0
4.0,0.5,0.006784088121938031,3.65836052222595,0.022346148317342163,2.9823440739492746,0.00024106991779860893,33.48082613945007,-1.9724250836529156
8.0,0.25,0.0005266039426325604,3.687364682060788,0.0021905333254950143,3.350672115168727,6.120274133721783e-7,140.45930099487305,-2.0687451286899674
16.0,0.125,6.129318830106682e-5,3.102919665904431,0.00020449333542127412,3.421156432527592,1.442491062020194e-10,573.4732189178467,-2.0295739536175703
32.0,0.0625,5.522658770076891e-6,3.4722918566152967,1.4492113643349569e-5,3.8187138962110945,-1.7184532720954302e-11,2244.718691110611,-1.9687366379110933
64.0,0.03125,3.288835511853825e-7,4.0697142299999145,1.0401304408880208e-6,3.800431653568578,-1.778714873010516e-13,9382.761773109436,-2.0634779786771205
