n cells_per_dim,dx,L2 Error,L2  Error rate,Linf Error,Linf rate,Entropy change,Time,Time scaling
2.0,1.0,0.019708844313305357,0.0,0.05062459815331799,0.0,0.000863268815300626,30.319000959396362,0.0
4.0,0.5,0.0011899122904138388,4.049916042030015,0.003805466789691625,3.733693216250018,1.4972173742316783e-6,104.7257010936737,-1.7883214212631207
8.0,0.25,4.5228112276328684e-5,4.717491642527311,0.00017862369370047482,4.413078063932465,1.1122754700333509e-8,368.11500215530396,-1.8135410040384958
16.0,0.125,1.5286215158473341e-6,4.886916635126198,5.877522190944617e-6,4.92557156963609,2.932271412172995e-11,8330.401677846909,-4.500157609964452
32.0,0.0625,4.878214216242842e-8,4.969734319425995,1.8591880124319005e-7,4.982463504002363,1.346137534198769e-13,4508.752431154251,0.8856577656517751
64.0,0.03125,1.5313572200454077e-9,4.993470347355,5.809169367765321e-9,5.000196968930377,2.464048583723512e-13,20070.498805999756,-2.15427627096891
