c_value,OOA
1.0e-7,4.033558517504922
3.162277660168379e-7,4.0337861483656505
1.0e-6,4.03384429216737
3.162277660168379e-6,4.027495785725853
1.0e-5,3.959030268866726
3.1622776601683795e-5,3.760252012786751
0.0001,3.681500092686871
0.00031622776601683794,3.6857734091111327
0.001,3.691513399708753
0.0031622776601683794,3.5835969505321947
0.01,3.2601659081068464
0.03162277660168379,3.003773527070043
0.1,2.842044310757455
0.31622776601683794,3.300783982106494
1.0,3.531417422269566
3.1622776601683795,3.5183908288947623
10.0,3.500410478170932
31.622776601683793,3.493336672320613
100.0,3.490963454269891
316.22776601683796,3.4901994567994787
1000.0,3.489956546284679
3162.2776601683795,3.4898795066657216
10000.0,3.489855346742325
31622.776601683792,3.4898474997510314
100000.0,3.4898456292462225
