c_value,OOA
1.0556169773546709e-7,4.004380475594493
0.0009558975784253428,4.004380475594493
0.001672285714893106,4.001877346683354
0.003766222508236421,4.001877346683354
0.0073420582482902775,4.001877346683354
0.014057051027967065,3.9918648310387983
0.029454244950311546,3.9493116395494368
0.04794079051234531,3.876720901126408
0.0853964397451235,3.739048811013767
0.18550872848065666,3.5488110137672093
0.6102452496957725,3.263454317897372
1.0484991205280996,3.1658322903629537
1.6760613519031269,3.1082603254067585
3.3268806296152307,3.055694618272841
6.034026981223773,3.030663329161452
9.821199760533258,3.0206508135168963
0.039311098625221294,3.909261576971214
0.02128676650387789,3.976846057571965
2.3613674101446454,3.08072590738423
