c_value,OOA
1.0e-7,4.986303830025407
3.162277660168379e-7,4.986723759035521
1.0e-6,4.987994524587451
3.162277660168379e-6,4.995338602333516
1.0e-5,5.038031257529883
3.1622776601683795e-5,5.025202449440683
0.0001,4.982738576759454
0.00031622776601683794,4.833366706545205
0.001,4.466137872106549
0.0031622776601683794,4.174103017380385
0.01,4.052690216061007
0.03162277660168379,4.011181119649308
0.1,3.9977413243098754
0.31622776601683794,3.993459949476802
1.0,3.9921029674253057
3.1622776601683795,3.991673538075222
10.0,3.9915378251028204
31.622776601683793,3.991494173410915
100.0,3.9914861994903275
316.22776601683796,3.991482325117418
1000.0,3.991499854704381
3162.2776601683795,3.990807888099116
10000.0,3.9853751072147734
31622.776601683792,3.8380291884402267
100000.0,3.8070608935208616
