c_value,OOA
1.0183323637409933e-9,5.01310861423221
0.00001574848056345604,5.01310861423221
0.00002480146400575526,5.01310861423221
0.00004683941257558388,5.01310861423221
0.0000934144801242663,5.008114856429463
0.00016110187377154015,5.000624219725344
0.0002537109727827448,4.980649188514358
0.00039236328588500204,4.920724094881399
0.0007017038286703836,4.798377028714107
0.0013252199599721993,4.633583021223471
0.002548658439701957,4.476279650436954
0.0058780160722749115,4.281523096129837
0.00977547944959913,4.186641697877653
0.01596451828180843,4.121722846441948
0.031265763143731404,4.061797752808989
0.05694086536730944,4.034332084893883
0.1,4.019350811485643
0.00033318270192807297,4.950686641697878
0.0005343313441757622,4.86079900124844
0.012606418369688234,4.1491885143570535
0.022139492064912943,4.0892634207240945
0.04415403669125491,4.044319600499376
0.07614770254114696,4.02434456928839
